c1,ind,year,emp,wage,cap,indoutpt,n,w,k,ys,rec,yearm1,id,nL1,nL2,wL1,kL1,kL2,ysL1,ysL2,yr1976,yr1977,yr1978,yr1979,yr1980,yr1981,yr1982,yr1983,yr1984
125-1,4,1982,5.7849998,26.5473,1.1385,89.525002,1.7552683,3.278928,.12971158,4.4945178,125,1981,18,1.8133578,1.9274552,3.191221,.29483148,.44929054,4.5777988,4.6697869,0,0,0,0,0,0,1,0,0
126-1,4,1983,5.487,26.593,.96030003,89.599998,1.7023816,3.280648,-.040509515,4.4953551,126,1982,18,1.7552683,1.8133578,3.278928,.12971158,.29483148,4.4945178,4.5777988,0,0,0,0,0,0,0,1,0
127-1,4,1976,23.531,34.020401,5.4762001,116.4,3.1583188,3.5269604,1.7004114,4.7570324,127,1983,19,,,,,,,,1,0,0,0,0,0,0,0,0
128-1,4,1977,22.521,30.319099,5.0655999,115.7,3.1144483,3.411778,1.6224725,4.7510004,128,1976,19,3.1583188,,3.5269604,1.7004114,,4.7570324,,0,1,0,0,0,0,0,0,0
129-1,4,1978,21.865999,29.191999,5.0976,112.8,3.0849328,3.3738947,1.6287699,4.7256165,129,1977,19,3.1144483,3.1583188,3.411778,1.6224725,1.7004114,4.7510004,4.7570324,0,0,1,0,0,0,0,0,0
130-1,4,1979,21.066999,28.636499,5.7196002,108.9,3.0477078,3.3546822,1.7438989,4.6904302,130,1978,19,3.0849328,3.1144483,3.3738947,1.6287699,1.6224725,4.7256165,4.7510004,0,0,0,1,0,0,0,0,0
131-1,4,1980,19.238001,29.714399,4.9972,100,2.9568875,3.3916318,1.6088778,4.6051702,131,1979,19,3.0477078,3.0849328,3.3546822,1.7438989,1.6287699,4.6904302,4.7256165,0,0,0,0,1,0,0,0,0
132-1,4,1981,16.247999,31.3375,4.6638999,89.199997,2.7879698,3.4448154,1.539852,4.490881,132,1980,19,2.9568875,3.0477078,3.3916318,1.6088778,1.7438989,4.6051702,4.6904302,0,0,0,0,0,1,0,0,0
133-1,4,1982,14.928,33.852798,4.1429,90.5,2.7032387,3.5220218,1.421396,4.5053496,133,1981,19,2.7879698,2.9568875,3.4448154,1.539852,1.6088778,4.490881,4.6051702,0,0,0,0,0,0,1,0,0
134-1,4,1977,1.053,28.045,.13860001,116.225,.051643208,3.3338103,-1.9761631,4.755528,134,1982,20,,,,,,,,0,1,0,0,0,0,0,0,0
135-1,4,1978,1.117,26.5632,.16060001,114.975,.11064651,3.2795267,-1.8288385,4.7447147,135,1977,20,.051643208,,3.3338103,-1.9761631,,4.755528,,0,0,1,0,0,0,0,0,0
136-1,4,1979,1.125,25.6042,.16949999,111.825,.11778303,3.2427564,-1.7749023,4.7169352,136,1978,20,.11064651,.051643208,3.2795267,-1.8288385,-1.9761631,4.7447147,4.755528,0,0,0,1,0,0,0,0,0
137-1,4,1980,1.04,25.6604,.2401,106.675,.039220676,3.2449489,-1.4266998,4.6697869,137,1979,20,.11778303,.11064651,3.2427564,-1.7749023,-1.8288385,4.7169352,4.7447147,0,0,0,0,1,0,0,0,0
138-1,4,1981,.995,25.49,.2132,97.300003,-.0050125369,3.2382863,-1.5455246,4.5777988,138,1980,20,.039220676,.11778303,3.2449489,-1.4266998,-1.7749023,4.6697869,4.7169352,0,0,0,0,0,1,0,0,0
139-1,4,1982,.92299998,25.537001,.2017,89.525002,-.080126069,3.2401285,-1.6009738,4.4945178,139,1981,20,-.0050125369,.039220676,3.2382863,-1.5455246,-1.4266998,4.5777988,4.6697869,0,0,0,0,0,0,1,0,0
140-1,4,1983,.90799999,26.4244,.1876,89.599998,-.096510909,3.2742879,-1.6734432,4.4953551,140,1982,20,-.080126069,-.0050125369,3.2401285,-1.6009738,-1.5455246,4.4945178,4.5777988,0,0,0,0,0,0,0,1,0
141-1,4,1977,1.9910001,29.687,.42910001,116.225,.68863708,3.3907092,-.84606528,4.755528,141,1983,21,,,,,,,,0,1,0,0,0,0,0,0,0
142-1,4,1978,2.671,28.128401,.53780001,114.975,.98245293,3.3367798,-.62026852,4.7447147,142,1977,21,.68863708,,3.3907092,-.84606528,,4.755528,,0,0,1,0,0,0,0,0,0
143-1,4,1979,2.937,26.5734,.56919998,111.825,1.0773886,3.2799108,-.56352347,4.7169352,143,1978,21,.98245293,.68863708,3.3367798,-.62026852,-.84606528,4.7447147,4.755528,0,0,0,1,0,0,0,0,0
144-1,4,1980,3.0150001,25.546101,.65750003,106.675,1.1035999,3.2404847,-.41931048,4.6697869,144,1979,21,1.0773886,.98245293,3.2799108,-.56352347,-.62026852,4.7169352,4.7447147,0,0,0,0,1,0,0,0,0
145-1,4,1981,2.701,25.4198,.59719998,97.300003,.99362206,3.2355285,-.51550323,4.5777988,145,1980,21,1.1035999,1.0773886,3.2404847,-.41931048,-.56352347,4.6697869,4.7169352,0,0,0,0,0,1,0,0,0
146-1,4,1982,1.817,27.2402,.49340001,89.525002,.5971868,3.3046939,-.70643508,4.4945178,146,1981,21,.99362206,1.1035999,3.2355285,-.51550323,-.41931048,4.5777988,4.6697869,0,0,0,0,0,0,1,0,0
147-1,4,1983,1.631,28.7047,.40419999,89.599998,.48919335,3.3570609,-.90584552,4.4953551,147,1982,21,.5971868,.99362206,3.3046939,-.70643508,-.51550323,4.4945178,4.5777988,0,0,0,0,0,0,0,1,0
148-1,4,1976,1.4,28.5597,.1816,116.4,.33647221,3.3519967,-1.7059488,4.7570324,148,1983,22,,,,,,,,1,0,0,0,0,0,0,0,0
149-1,4,1977,1.4529999,25.001499,.18340001,115.7,.37363034,3.2189357,-1.6960857,4.7510004,149,1976,22,.33647221,,3.3519967,-1.7059488,,4.7570324,,0,1,0,0,0,0,0,0,0
150-1,4,1978,1.525,23.435801,.1812,112.8,.42199439,3.1542647,-1.7081538,4.7256165,150,1977,22,.37363034,.33647221,3.2189357,-1.6960857,-1.7059488,4.7510004,4.7570324,0,0,1,0,0,0,0,0,0
151-1,4,1979,1.559,23.120199,.1997,108.9,.44404459,3.1407068,-1.610939,4.6904302,151,1978,22,.42199439,.37363034,3.1542647,-1.7081538,-1.6960857,4.7256165,4.7510004,0,0,0,1,0,0,0,0,0
152-1,4,1980,1.548,23.26,.1858,100,.43696377,3.1467352,-1.6830845,4.6051702,152,1979,22,.44404459,.42199439,3.1407068,-1.610939,-1.7081538,4.6904302,4.7256165,0,0,0,0,1,0,0,0,0
153-1,4,1981,1.339,20.0583,.15109999,89.199997,.29192305,2.9986429,-1.8898134,4.490881,153,1980,22,.43696377,.44404459,3.1467352,-1.6830845,-1.610939,4.6051702,4.6904302,0,0,0,0,0,1,0,0,0
154-1,4,1982,1.031,21.144899,.132,90.5,.030529223,3.0513988,-2.0249534,4.5053496,154,1981,22,.29192305,.43696377,2.9986429,-1.8898134,-1.6830845,4.490881,4.6051702,0,0,0,0,0,0,1,0,0
155-1,4,1976,10.555,32.507,1.3305,116.4,2.3565998,3.4814556,.28555483,4.7570324,155,1982,23,,,,,,,,1,0,0,0,0,0,0,0,0
156-1,4,1977,10.095,28.9027,1.3557,115.7,2.3120403,3.363935,.30431795,4.7510004,156,1976,23,2.3565998,,3.4814556,.28555483,,4.7570324,,0,1,0,0,0,0,0,0,0
157-1,4,1978,8.8999996,26.858299,1.5965,112.8,2.1860511,3.2905748,.46781376,4.7256165,157,1977,23,2.3120403,2.3565998,3.363935,.30431795,.28555483,4.7510004,4.7570324,0,0,1,0,0,0,0,0,0
158-1,4,1979,8.5389996,27.1607,1.2885,108.9,2.1446438,3.3017712,.25347871,4.6904302,158,1978,23,2.1860511,2.3120403,3.2905748,.46781376,.30431795,4.7256165,4.7510004,0,0,0,1,0,0,0,0,0
159-1,4,1980,6.448,28.3155,1.1389,100,1.86377,3.3434093,.13006292,4.6051702,159,1979,23,2.1446438,2.1860511,3.3017712,.25347871,.46781376,4.6904302,4.7256165,0,0,0,0,1,0,0,0,0
160-1,4,1981,5.4050002,26.8969,.87840003,89.199997,1.6873245,3.292011,-.12965317,4.490881,160,1980,23,1.86377,2.1446438,3.3434093,.13006292,.25347871,4.6051702,4.6904302,0,0,0,0,0,1,0,0,0
161-1,4,1982,4.7090001,29.211901,.76370001,90.5,1.5494756,3.3745761,-.26958022,4.5053496,161,1981,23,1.6873245,1.86377,3.292011,-.12965317,.13006292,4.490881,4.6051702,0,0,0,0,0,0,1,0,0
162-1,4,1976,1.674,27.5898,.3863,116.4,.51521599,3.3174462,-.951141,4.7570324,162,1982,24,,,,,,,,1,0,0,0,0,0,0,0,0
163-1,4,1977,1.78,24.638599,.4104,115.7,.57661337,3.2043142,-.89062297,4.7510004,163,1976,24,.51521599,,3.3174462,-.951141,,4.7570324,,0,1,0,0,0,0,0,0,0
164-1,4,1978,1.817,23.638599,.49360001,112.8,.5971868,3.1628809,-.70602977,4.7256165,164,1977,24,.57661337,.51521599,3.2043142,-.89062297,-.951141,4.7510004,4.7570324,0,0,1,0,0,0,0,0,0
165-1,4,1979,1.795,23.511801,.49079999,108.9,.58500499,3.1575024,-.71171856,4.6904302,165,1978,24,.5971868,.57661337,3.1628809,-.70602977,-.89062297,4.7256165,4.7510004,0,0,0,1,0,0,0,0,0
166-1,4,1980,1.715,23.696301,.4465,100,.53941309,3.165319,-.8063159,4.6051702,166,1979,24,.58500499,.5971868,3.1575024,-.71171856,-.70602977,4.6904302,4.7256165,0,0,0,0,1,0,0,0,0
167-1,4,1981,1.295,22.0786,.34119999,89.199997,.25851065,3.0946088,-1.0752865,4.490881,167,1980,24,.53941309,.58500499,3.165319,-.8063159,-.71171856,4.6051702,4.6904302,0,0,0,0,0,1,0,0,0
168-1,4,1982,1.2079999,28.113899,.31569999,90.5,.18896605,3.3362641,-1.1529629,4.5053496,168,1981,24,.25851065,.53941309,3.0946088,-1.0752865,-.8063159,4.490881,4.6051702,0,0,0,0,0,0,1,0,0
169-1,4,1976,.77200001,34.499802,.0616,116.4,-.2587707,3.5409536,-2.7870934,4.7570324,169,1982,25,,,,,,,,1,0,0,0,0,0,0,0,0
170-1,4,1977,.78799999,30.2071,.063600004,115.7,-.2382572,3.408077,-2.7551417,4.7510004,170,1976,25,-.2587707,,3.5409536,-2.7870934,,4.7570324,,0,1,0,0,0,0,0,0,0
171-1,4,1978,.81999999,29.8638,.0704,112.8,-.19845095,3.396647,-2.6535621,4.7256165,171,1977,25,-.2382572,-.2587707,3.408077,-2.7551417,-2.7870934,4.7510004,4.7570324,0,0,1,0,0,0,0,0,0
172-1,4,1979,.82099998,28.6675,.095799997,108.9,-.19723219,3.3557642,-2.3454926,4.6904302,172,1978,25,-.19845095,-.2382572,3.396647,-2.6535621,-2.7551417,4.7256165,4.7510004,0,0,0,1,0,0,0,0,0
173-1,4,1980,.82800001,27.4259,.084299996,100,-.18874212,3.3114879,-2.4733734,4.6051702,173,1979,25,-.19723219,-.19845095,3.3557642,-2.3454926,-2.6535621,4.6904302,4.7256165,0,0,0,0,1,0,0,0,0
174-1,4,1981,.81099999,23.242399,.068000004,89.199997,-.20948724,3.1459782,-2.6882474,4.490881,174,1980,25,-.18874212,-.19723219,3.3114879,-2.4733734,-2.3454926,4.6051702,4.6904302,0,0,0,0,0,1,0,0,0
175-1,4,1982,.74199998,27.2418,.057,90.5,-.29840606,3.3047526,-2.8647039,4.5053496,175,1981,25,-.20948724,-.18874212,3.1459782,-2.6882474,-2.4733734,4.490881,4.6051702,0,0,0,0,0,0,1,0,0
176-1,4,1976,3.086,29.152,.50279999,116.4,1.1268758,3.3725235,-.68756282,4.7570324,176,1982,26,,,,,,,,1,0,0,0,0,0,0,0,0
177-1,4,1977,3.3010001,26.433201,.54619998,115.7,1.1942254,3.2746208,-.60477012,4.7510004,177,1976,26,1.1268758,,3.3725235,-.68756282,,4.7570324,,0,1,0,0,0,0,0,0,0
178-1,4,1978,3.3789999,26.1043,.60399997,112.8,1.2175798,3.2621,-.50418115,4.7256165,178,1977,26,1.1942254,1.1268758,3.2746208,-.60477012,-.68756282,4.7510004,4.7570324,0,0,1,0,0,0,0,0,0
179-1,4,1979,3.319,24.9252,.5589,108.9,1.1996635,3.2158792,-.58178473,4.6904302,179,1978,26,1.2175798,1.1942254,3.2621,-.50418115,-.60477012,4.7256165,4.7510004,0,0,0,1,0,0,0,0,0
180-1,4,1980,3.1340001,25.307699,.58950001,100,1.1423101,3.2311087,-.52848053,4.6051702,180,1979,26,1.1996635,1.2175798,3.2158792,-.58178473,-.50418115,4.6904302,4.7256165,0,0,0,0,1,0,0,0,0
181-1,4,1981,2.71,26.459499,.47549999,89.199997,.99694866,3.2756152,-.74338841,4.490881,181,1980,26,1.1423101,1.1996635,3.2311087,-.52848053,-.58178473,4.6051702,4.6904302,0,0,0,0,0,1,0,0,0
182-1,4,1982,2.5050001,27.286301,.54369998,90.5,.91828877,3.3063848,-.60935771,4.5053496,182,1981,26,.99694866,1.1423101,3.2756152,-.74338841,-.52848053,4.490881,4.6051702,0,0,0,0,0,0,1,0,0
183-1,4,1978,6.5749998,25.9762,1.7454,112.8,1.8832746,3.2571807,.55698371,4.7256165,183,1982,27,,,,,,,,0,0,1,0,0,0,0,0,0
184-1,4,1979,6.3769999,25.728001,1.8971,108.9,1.8526977,3.2475798,.64032638,4.6904302,184,1978,27,1.8832746,,3.2571807,.55698371,,4.7256165,,0,0,0,1,0,0,0,0,0
185-1,4,1980,5.7519999,26.0471,1.6784,100,1.7495476,3.2599065,.51784098,4.6051702,185,1979,27,1.8526977,1.8832746,3.2475798,.64032638,.55698371,4.6904302,4.7256165,0,0,0,0,1,0,0,0,0
186-1,4,1981,4.8699999,25.929701,1.5908999,89.199997,1.5830939,3.255389,.46429986,4.490881,186,1980,27,1.7495476,1.8526977,3.2599065,.51784098,.64032638,4.6051702,4.6904302,0,0,0,0,0,1,0,0,0
187-1,4,1982,4.4050002,27.816401,1.4754,90.5,1.4827403,3.3256259,.38892913,4.5053496,187,1981,27,1.5830939,1.7495476,3.255389,.46429986,.51784098,4.490881,4.6051702,0,0,0,0,0,0,1,0,0
188-1,4,1983,7.3340001,19.2866,1.439,86.900002,1.992521,2.9594107,.36394843,4.4647579,188,1982,27,1.4827403,1.5830939,3.3256259,.38892913,.46429986,4.5053496,4.490881,0,0,0,0,0,0,0,1,0
189-1,4,1984,7.145,32.038799,1.4052,87.400002,1.9664128,3.4669476,.34017965,4.4704952,189,1983,27,1.992521,1.4827403,2.9594107,.36394843,.38892913,4.4647579,4.5053496,0,0,0,0,0,0,0,0,1
190-1,5,1977,.61900002,13.2329,.033599999,93.949997,-.47964999,2.5827062,-3.3932292,4.5427628,190,1984,28,,,,,,,,0,1,0,0,0,0,0,0,0
191-1,5,1978,.72600001,13.6601,.039500002,98.199997,-.32020524,2.6144791,-3.2314546,4.5870061,191,1977,28,-.47964999,,2.5827062,-3.3932292,,4.5427628,,0,0,1,0,0,0,0,0,0
192-1,5,1979,.773,14.4508,.043699998,102.5667,-.25747624,2.6707497,-3.1304071,4.6305132,192,1978,28,-.32020524,-.47964999,2.6144791,-3.2314546,-3.3932292,4.5870061,4.5427628,0,0,0,1,0,0,0,0,0
193-1,5,1980,.70899999,14.4125,.057399999,102.0167,-.34389976,2.6680958,-2.8577111,4.6251364,193,1979,28,-.25747624,-.32020524,2.6707497,-3.1304071,-3.2314546,4.6305132,4.5870061,0,0,0,0,1,0,0,0,0
194-1,5,1981,.65100002,15.0915,.054299999,99.491699,-.42924559,2.7141316,-2.9132311,4.6000743,194,1980,28,-.34389976,-.25747624,2.6680958,-2.8577111,-3.1304071,4.6251364,4.6305132,0,0,0,0,0,1,0,0,0
195-1,5,1982,.52100003,16.374399,.044199999,94.258301,-.6520052,2.7957191,-3.1190305,4.5460391,195,1981,28,-.42924559,-.34389976,2.7141316,-2.9132311,-2.8577111,4.6000743,4.6251364,0,0,0,0,0,0,1,0,0
196-1,5,1983,.49700001,17.137199,.0396,99.058296,-.69916523,2.8412516,-3.2289262,4.5957084,196,1982,28,-.6520052,-.42924559,2.7957191,-3.1190305,-2.9132311,4.5460391,4.6000743,0,0,0,0,0,0,0,1,0
197-1,5,1977,1.11,28.0152,.1242,95.699997,.10436003,3.3327472,-2.0858622,4.5612183,197,1983,29,,,,,,,,0,1,0,0,0,0,0,0,0
198-1,5,1978,1.1390001,28.0714,.13940001,100.2,.13015074,3.3347514,-1.9704077,4.6071682,198,1977,29,.10436003,,3.3327472,-2.0858622,,4.5612183,,0,0,1,0,0,0,0,0,0
199-1,5,1979,1.196,28.7446,.1649,102.4,.17898265,3.3584499,-1.802416,4.6288867,199,1978,29,.13015074,.10436003,3.3347514,-1.9704077,-2.0858622,4.6071682,4.5612183,0,0,0,1,0,0,0,0,0
200-1,5,1980,1.2359999,29.131701,.1593,101.1,.21188031,3.3718269,-1.836966,4.6161103,200,1979,29,.17898265,.13015074,3.3584499,-1.802416,-1.9704077,4.6288867,4.6071682,0,0,0,0,1,0,0,0,0
201-1,5,1981,1.054,29.630699,.1407,96.949997,.052592468,3.3888109,-1.9611254,4.5741954,201,1980,29,.21188031,.17898265,3.3718269,-1.836966,-1.802416,4.6161103,4.6288867,0,0,0,0,0,1,0,0,0
202-1,5,1982,.93900001,30.7194,.1376,96.050003,-.062939785,3.4248943,-1.9834043,4.5648689,202,1981,29,.052592468,.21188031,3.3888109,-1.9611254,-1.836966,4.5741954,4.6161103,0,0,0,0,0,0,1,0,0
203-1,5,1983,.91100001,33.2514,.1401,103.35,-.093212366,3.504097,-1.9653988,4.6381211,203,1982,29,-.062939785,.052592468,3.4248943,-1.9834043,-1.9611254,4.5648689,4.5741954,0,0,0,0,0,0,0,1,0
204-1,4,1976,1.1289999,31.772301,.1638,116.4,.12133224,3.4585948,-1.8091091,4.7570324,204,1983,30,,,,,,,,1,0,0,0,0,0,0,0,0
205-1,4,1977,1.181,26.8608,.17380001,115.7,.16636153,3.290668,-1.74985,4.7510004,205,1976,30,.12133224,,3.4585948,-1.8091091,,4.7570324,,0,1,0,0,0,0,0,0,0
206-1,4,1978,1.176,26.100901,.20730001,112.8,.16211885,3.2619698,-1.5735883,4.7256165,206,1977,30,.16636153,.12133224,3.290668,-1.74985,-1.8091091,4.7510004,4.7570324,0,0,1,0,0,0,0,0,0
207-1,4,1979,1.189,27.5408,.2105,108.9,.17311263,3.3156686,-1.5582696,4.6904302,207,1978,30,.16211885,.16636153,3.2619698,-1.5735883,-1.74985,4.7256165,4.7510004,0,0,0,1,0,0,0,0,0
208-1,4,1980,1.149,27.2342,.2121,100,.13889204,3.3044734,-1.5506974,4.6051702,208,1979,30,.17311263,.16211885,3.3156686,-1.5582696,-1.5735883,4.6904302,4.7256165,0,0,0,0,1,0,0,0,0
209-1,4,1981,.95700002,24.664301,.1859,89.199997,-.043951869,3.2053568,-1.6825464,4.490881,209,1980,30,.13889204,.17311263,3.3044734,-1.5506974,-1.5582696,4.6051702,4.6904302,0,0,0,0,0,1,0,0,0
210-1,4,1982,.89099997,24.8081,.1848,90.5,-.11541088,3.2111702,-1.6884811,4.5053496,210,1981,30,-.043951869,.13889204,3.2053568,-1.6825464,-1.5506974,4.490881,4.6051702,0,0,0,0,0,0,1,0,0
211-1,3,1976,1.791,23.302401,.1785,104.7664,.5827741,3.1485565,-1.7231667,4.6517329,211,1982,31,,,,,,,,1,0,0,0,0,0,0,0,0
212-1,3,1977,1.8049999,20.9296,.24420001,107.4791,.59056056,3.0411644,-1.4097677,4.6772966,212,1976,31,.5827741,,3.1485565,-1.7231667,,4.6517329,,0,1,0,0,0,0,0,0,0
213-1,3,1978,2.063,21.855301,.3335,108.9188,.72416121,3.0844436,-1.0981125,4.6906028,213,1977,31,.59056056,.5827741,3.0411644,-1.4097677,-1.7231667,4.6772966,4.6517329,0,0,1,0,0,0,0,0,0
214-1,3,1979,1.984,23.4757,.31810001,111.5591,.68511498,3.1559658,-1.1453894,4.7145543,214,1978,31,.72416121,.59056056,3.0844436,-1.0981125,-1.4097677,4.6906028,4.6772966,0,0,0,1,0,0,0,0,0
215-1,3,1980,1.558,24.919901,.27450001,100,.44340292,3.2156668,-1.292804,4.6051702,215,1979,31,.68511498,.72416121,3.1559658,-1.1453894,-1.0981125,4.7145543,4.6906028,0,0,0,0,1,0,0,0,0
216-1,3,1981,1.285,28.0984,.2482,99.3965,.25075868,3.3357127,-1.3935204,4.5991168,216,1980,31,.44340292,.68511498,3.2156668,-1.292804,-1.1453894,4.6051702,4.7145543,0,0,0,0,0,1,0,0,0
217-1,3,1982,1.1109999,27.698299,.1758,99.293098,.10526046,3.3213711,-1.7384083,4.5980759,217,1981,31,.25075868,.44340292,3.3357127,-1.3935204,-1.292804,4.5991168,4.6051702,0,0,0,0,0,0,1,0,0
218-1,5,1977,1.771,21.188101,.1732,96.050003,.57154435,3.0534399,-1.7533083,4.5648689,218,1982,32,,,,,,,,0,1,0,0,0,0,0,0,0
219-1,5,1978,1.788,21.0368,.17290001,100.6,.58109766,3.0462732,-1.7550418,4.6111522,219,1977,32,.57154435,,3.0534399,-1.7533083,,4.5648689,,0,0,1,0,0,0,0,0,0
220-1,5,1979,1.8609999,21.011101,.1613,102.3667,.62111396,3.0450509,-1.8244892,4.6285615,220,1978,32,.58109766,.57154435,3.0462732,-1.7550418,-1.7533083,4.6111522,4.5648689,0,0,0,1,0,0,0,0,0
221-1,5,1980,1.864,21.079399,.14579999,100.9167,.62272471,3.0482962,-1.9255195,4.6142955,221,1979,32,.62111396,.58109766,3.0450509,-1.8244892,-1.7550418,4.6285615,4.6111522,0,0,0,0,1,0,0,0,0
222-1,5,1981,1.664,18.894899,.1178,96.441704,.50922436,2.9388921,-2.138767,4.5689387,222,1980,32,.62272471,.62111396,3.0482962,-1.9255195,-1.8244892,4.6142955,4.6285615,0,0,0,0,0,1,0,0,0
223-1,5,1982,1.511,20.6339,.1035,96.408302,.4127717,3.0269353,-2.2681837,4.5685925,223,1981,32,.50922436,.62272471,2.9388921,-2.138767,-1.9255195,4.5689387,4.6142955,0,0,0,0,0,0,1,0,0
224-1,5,1983,1.4960001,23.106501,.097999997,104.2083,.40279493,3.1401141,-2.3227878,4.6463919,224,1982,32,.4127717,.50922436,3.0269353,-2.2681837,-2.138767,4.5685925,4.5689387,0,0,0,0,0,0,0,1,0
225-1,5,1976,13.329,24.375299,1.887,93.599998,2.5899422,3.1935704,.63498825,4.5390306,225,1983,33,,,,,,,,1,0,0,0,0,0,0,0,0
226-1,5,1977,13.509,23.4904,1.8247,97.800003,2.6033561,3.1565919,.60141557,4.5829248,226,1976,33,2.5899422,,3.1935704,.63498825,,4.5390306,,0,1,0,0,0,0,0,0,0
227-1,5,1978,13.452,23.415501,1.9656,102.6,2.5991278,3.1533983,.67579752,4.6308379,227,1977,33,2.6033561,2.5899422,3.1565919,.60141557,.63498825,4.5829248,4.5390306,0,0,1,0,0,0,0,0,0
228-1,5,1979,11.751,22.737,1.8738,102.2,2.4639385,3.1239936,.62796849,4.6269317,228,1978,33,2.5991278,2.6033561,3.1533983,.67579752,.60141557,4.6308379,4.5829248,0,0,0,1,0,0,0,0,0
229-1,5,1980,10.706,24.2665,1.6481,100,2.3708043,3.1890969,.49962312,4.6051702,229,1979,33,2.4639385,2.5991278,3.1239936,.62796849,.67579752,4.6269317,4.6308379,0,0,0,0,1,0,0,0,0
230-1,5,1981,8.8210001,31.679001,1.342,93.900002,2.1771352,3.4556541,.29416105,4.5422306,230,1980,33,2.3708043,2.4639385,3.1890969,.49962312,.62796849,4.6051702,4.6269317,0,0,0,0,0,1,0,0,0
231-1,5,1982,6.283,25.0406,1.0611,98.199997,1.8378476,3.2204986,.059306111,4.5870061,231,1981,33,2.1771352,2.3708043,3.4556541,.29416105,.49962312,4.5422306,4.6051702,0,0,0,0,0,0,1,0,0
232-1,5,1977,1.215,15.1847,.1112,95.699997,.19474411,2.7202883,-2.196425,4.5612183,232,1982,34,,,,,,,,0,1,0,0,0,0,0,0,0
233-1,5,1978,1.306,15.1559,.1202,100.2,.26696903,2.71839,-2.1185982,4.6071682,233,1977,34,.19474411,,2.7202883,-2.196425,,4.5612183,,0,0,1,0,0,0,0,0,0
234-1,5,1979,1.391,16.907,.1244,102.4,.33002293,2.8277278,-2.0842531,4.6288867,234,1978,34,.26696903,.19474411,2.71839,-2.1185982,-2.196425,4.6071682,4.5612183,0,0,0,1,0,0,0,0,0
235-1,5,1980,1.4069999,16.7456,.1321,101.1,.34145975,2.8181355,-2.0241961,4.6161103,235,1979,34,.33002293,.26696903,2.8277278,-2.0842531,-2.1185982,4.6288867,4.6071682,0,0,0,0,1,0,0,0,0
236-1,5,1981,1.156,16.7556,.111,96.949997,.14496578,2.8187325,-2.198225,4.5741954,236,1980,34,.34145975,.33002293,2.8181355,-2.0241961,-2.0842531,4.6161103,4.6288867,0,0,0,0,0,1,0,0,0
237-1,5,1982,1.194,17.184999,.0977,96.050003,.17730902,2.8440368,-2.3258538,4.5648689,237,1981,34,.14496578,.34145975,2.8187325,-2.198225,-2.0241961,4.5741954,4.6161103,0,0,0,0,0,0,1,0,0
238-1,5,1983,1.351,17.8622,.095600002,103.35,.30084503,2.8826869,-2.3475823,4.6381211,238,1982,34,.17730902,.14496578,2.8440368,-2.3258538,-2.198225,4.5648689,4.5741954,0,0,0,0,0,0,0,1,0
239-1,5,1977,5.3730001,25.722799,1.8317,94.650002,1.6813865,3.2473776,.60524446,4.5501857,239,1983,35,,,,,,,,0,1,0,0,0,0,0,0,0
240-1,5,1978,5.8649998,24.8794,2.109,99,1.7690024,3.2140403,.74621391,4.59512,240,1977,35,1.6813865,,3.2473776,.60524446,,4.5501857,,0,0,1,0,0,0,0,0,0
241-1,5,1979,6.066,28.149099,2.2151999,102.5,1.8026994,3.3375154,.79534268,4.6298628,241,1978,35,1.7690024,1.6813865,3.2140403,.74621391,.60524446,4.59512,4.5501857,0,0,0,1,0,0,0,0,0
242-1,5,1980,6.724,28.7078,2.2333,101.65,1.9056832,3.3571689,.80348033,4.6215358,242,1979,35,1.8026994,1.7690024,3.3375154,.79534268,.74621391,4.6298628,4.59512,0,0,0,0,1,0,0,0,0
243-1,5,1981,14.135,29.0655,4.3327999,98.474998,2.648654,3.3695519,1.4662139,4.5898027,243,1980,35,1.9056832,1.8026994,3.3571689,.80348033,.79534268,4.6215358,4.6298628,0,0,0,0,0,1,0,0,0
244-1,5,1982,12.662,30.8473,4.4295001,94.974998,2.5386055,3.4290493,1.4882867,4.5536137,244,1981,35,2.648654,1.9056832,3.3695519,1.4662139,.80348033,4.5898027,4.6215358,0,0,0,0,0,0,1,0,0
245-1,5,1983,12.201,32.295799,4.5581999,100.775,2.501518,3.4749372,1.5169278,4.6128902,245,1982,35,2.5386055,2.648654,3.4290493,1.4882867,1.4662139,4.5536137,4.5898027,0,0,0,0,0,0,0,1,0
246-1,5,1976,.47099999,24.003099,.1125,93.599998,-.7528972,3.1781831,-2.1848021,4.5390306,246,1983,36,,,,,,,,1,0,0,0,0,0,0,0,0
247-1,5,1977,.47799999,23.121599,.1313,97.800003,-.73814458,3.1407671,-2.0302706,4.5829248,247,1976,36,-.7528972,,3.1781831,-2.1848021,,4.5390306,,0,1,0,0,0,0,0,0,0
248-1,5,1978,.442,23.696699,.14659999,102.6,-.81644541,3.1653357,-1.9200475,4.6308379,248,1977,36,-.73814458,-.7528972,3.1407671,-2.0302706,-2.1848021,4.5829248,4.5390306,0,0,1,0,0,0,0,0,0
249-1,5,1979,.45100001,23.3783,.17399999,102.2,-.79628795,3.1518083,-1.7487,4.6269317,249,1978,36,-.81644541,-.73814458,3.1653357,-1.9200475,-2.0302706,4.6308379,4.5829248,0,0,0,1,0,0,0,0,0
